unitid,instnm,domain,source,status
127556,Colorado Mesa University,coloradomesa.edu,google,ok
127565,Metropolitan State University of Denver,msudenver.edu,google,ok
127617,Morgan Community College,morgancc.edu,duckduckgo,ok
127653,Naropa University,naropa.edu,google,ok
127714,Nazarene Bible College,nbc.edu,google,ok
127732,Northeastern Junior College,njc.edu,google,ok
127741,University of Northern Colorado,unco.edu,google,ok
127778,Otero College,otero.edu,duckduckgo,ok
127820,Pikes Peak State College,pikespeak.edu,google,ok
127884,Pueblo Community College,pueblocc.edu,google,ok
127909,Red Rocks Community College,rrcc.edu,google,ok
127918,Regis University,regis.edu,google,ok
127945,Rocky Mountain College of Art and Design,rmcad.edu,google,ok
127954,Montessori Education Center of the Rockies,mecr.edu,google,ok
128106,Colorado State University Pueblo,csupueblo.edu,google,ok
128151,Pickens Technical College,pickenstech.org,google,ok
128179,Intellitec College-Colorado Springs,intellitec.edu,google,ok
128188,Intellitec College-Grand Junction,intellitec.edu,google,ok
128258,Trinidad State College,trinidadstate.edu,wikipedia,ok
128300,University of Colorado System Office,cu.edu,google,ok
128328,United States Air Force Academy,usafa.edu,wikipedia,ok
128337,Empire Beauty School-Thornton,empire.edu,placeholder,ok
128391,Western Colorado University,western.edu,google,ok
128498,Albertus Magnus College,albertus.edu,wikipedia,ok
128586,Bais Binyomin Academy,baisbinyominacademy.com,duckduckgo,ok
128744,University of Bridgeport,bridgeport.edu,google,ok
128771,Central Connecticut State University,ccsu.edu,google,ok
128780,Charter Oak State College,charteroak.edu,google,ok
128896,Cortiva Institute,cortiva.edu,google,ok
128902,Connecticut College,conncoll.edu,wikipedia,ok
129002,Porter & Chester Institute of Hamden,porterchester.edu,google,ok
129020,University of Connecticut,uconn.edu,duckduckgo,ok
129154,Goodwin University,goodwin.edu,google,ok
129181,Lincoln Technical Institute-East Windsor,lincolntech.edu,google,ok
129215,Eastern Connecticut State University,easternct.edu,google,ok
129242,Fairfield University,fairfield.edu,google,ok
129349,Paul Mitchell the School-North Haven,paulmitchell.edu,google,ok
129367,Connecticut State Community College,ctstate.edu,google,ok
129428,Rensselaer at Hartford,,placeholder,ok
129482,American Institute-West Hartford,americaninstitute.edu,google,ok
129491,Hartford International University for Religion and Peace,hartfordinternational.edu,google,ok
129525,University of Hartford,hartford.edu,google,ok
129534,Holy Apostles College and Seminary,holyapostles.edu,google,ok
129774,Mitchell College,mitchell.edu,google,ok
129923,Lincoln Technical Institute-New Britain,lincolntech.edu,google,ok
129932,New England Tractor Trailer Training School of Connecticut,nettts.com,google,ok
129941,University of New Haven,newhaven.edu,google,ok
130110,Paier College,paier.edu,placeholder,ok
130174,Porter & Chester Institute,porterchester.edu,google,ok
130183,Post University,post.edu,google,ok
130226,Quinnipiac University,qu.edu,duckduckgo,ok
130253,Sacred Heart University,sacredheart.edu,google,ok
130314,University of Saint Joseph,usj.edu,google,ok
130493,Southern Connecticut State University,southernct.edu,google,ok
130590,Trinity College,trincoll.edu,google,ok
130624,United States Coast Guard Academy,uscga.edu,google,ok
130697,Wesleyan University,wesleyan.edu,google,ok
130776,Western Connecticut State University,wcsu.edu,google,ok
130794,Yale University,yale.edu,google,ok
130837,Margaret H Rollins School of Nursing at Beebe Medical Center,beebehealthcare.org,placeholder,ok
130873,Dawn Career Institute LLC,dawncareerinstitute.edu,google,ok
130882,Delaware Technical Community College-Central Office,dtcc.edu,wikipedia,ok
130907,Delaware Technical Community College-Terry,dtcc.edu,wikipedia,ok
130934,Delaware State University,desu.edu,google,ok
130943,University of Delaware,udel.edu,google,ok
130989,Goldey-Beacom College,gbc.edu,google,ok
131061,Schilling-Douglas School of Hair Design,schillingdouglas.edu,google,ok
131098,Wesley College,,wikipedia,ok
131113,Wilmington University,wilmu.edu,wikipedia,ok
131159,American University,american.edu,google,ok
131283,The Catholic University of America,catholic.edu,google,ok
131399,University of the District of Columbia,udc.edu,google,ok
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,dhs.edu,placeholder,ok
131450,Gallaudet University,gallaudet.edu,google,ok
131469,George Washington University,gwu.edu,wikipedia,ok
131496,Georgetown University,georgetown.edu,google,ok
131520,Howard University,howard.edu,google,ok
131803,Strayer University-District of Columbia,strayer.edu,google,ok
131830,National Conservatory of Dramatic Arts,theconservatory.org,google,ok
131876,Trinity Washington University,www2.trinitydc.edu,google,ok
131973,Wesley Theological Seminary,wesleyseminary.edu,google,ok
132374,Atlantic Technical College,atlantictechnicalcollege.edu,google,ok
132408,Baptist University of Florida,buf.edu,google,ok
132471,Barry University,barry.edu,google,ok
132602,Bethune-Cookman University,cookman.edu,wikipedia,ok
132657,Lynn University,lynn.edu,google,ok
132675,North Florida Technical College,nftc.edu,placeholder,ok
132693,Eastern Florida State College,easternflorida.edu,google,ok
132709,Broward College,broward.edu,google,ok
132842,Albizu University-Miami,albizu.edu,google,ok
132851,College of Central Florida,cf.edu,google,ok
132879,Johnson University Florida,,google-favicon-256,ok
132903,University of Central Florida,ucf.edu,google,ok
132976,Charlotte Technical College,charlottetechcollege.net,google,ok
133021,Chipola College,chipola.edu,google,ok
133155,Lorenzo Walker Technical College,lwtc.edu,google,ok
133386,Daytona State College,daytonastate.edu,google,ok
133465,South University-West Palm Beach,southuniversity.edu,wikipedia,ok
133492,Eckerd College,eckerd.edu,wikipedia,ok
133508,Florida SouthWestern State College,fsw.edu,google,ok
133526,Edward Waters University,ew.edu,google,ok
133553,Embry-Riddle Aeronautical University-Daytona Beach,daytonabeach.erau.edu,wikipedia,ok
133650,Florida Agricultural and Mechanical University,famu.edu,google,ok
133669,Florida Atlantic University,fau.edu,google,ok
133702,Florida State College at Jacksonville,fscj.edu,google,ok
133711,Flagler College,flagler.edu,google,ok
133809,Florida College,floridacollege.edu,google,ok
133845,Concorde Career Institute-Jacksonville,concorde.edu,placeholder,ok
133854,Concorde Career Institute-Miramar,concorde.edu,placeholder,ok
133863,Concorde Career Institute-Tampa,concorde.edu,placeholder,ok
133872,AdventHealth University,ahu.edu,google,ok
133881,Florida Institute of Technology,fit.edu,google,ok
133951,Florida International University,fiu.edu,wikipedia,ok
133960,The College of the Florida Keys,cfk.edu,wikipedia,ok
133979,Florida Memorial University,fmuniv.edu,google,ok
133997,Florida Career College-Miami,floridacareercollege.edu,placeholder,ok
134024,Florida School of Massage,floridaschoolofmassage.com,google,ok
134079,Florida Southern College,flsouthern.edu,google,ok
134097,Florida State University,fsu.edu,google,ok
134130,University of Florida,ufl.edu,google,ok
134228,Fort Pierce Beauty Academy,fpbeauty.com,google,ok
134237,Full Sail University,fullsail.edu,google,ok
134291,George Stone Technical College,georgestonecollege.edu,placeholder,ok
134307,George T Baker Aviation Technical College,bakeraviationtechcollege.com,google,ok
134343,Gulf Coast State College,gulfcoast.edu,google,ok
134422,Key College,,google-favicon-256,ok
134495,Hillsborough Community College,hccfl.edu,google,ok
134510,Hobe Sound Bible College,hsbc.edu,google,ok
134529,Hollywood Institute of Beauty Careers,hi.edu,google,ok
134574,Cortiva Institute,cortiva.com,placeholder,ok
134608,Indian River State College,irsc.edu,google,ok
134714,International Academy,intl-academy.com,placeholder,ok
134945,Jacksonville University,ju.edu,google,ok
135081,Keiser University-Ft Lauderdale,keiseruniversity.edu,google,ok
135142,La Belle Beauty School,labellebeauty.net,placeholder,ok
135160,Florida Gateway College,fgc.edu,google,ok
135179,Lake Technical College,laketech.org,google,ok
135188,Lake-Sumter State College,lssc.edu,google,ok
135267,Fort Myers Technical College,fortmyerstech.edu,google,ok
135276,Lively Technical College,livelytech.com,google,ok
135294,Lindsey Hopkins Technical College,lindseyhopkins.edu,google,ok
135337,Loraines Academy & Spa,genesiscareer.edu,google,ok
135364,Luther Rice College & Seminary,lutherrice.edu,google,ok
135391,State College of Florida-Manatee-Sarasota,scf.edu,google,ok
135407,Manatee Technical College,manateetech.edu,google,ok
135522,Traviss Technical College,traviss.edu,google,ok
135559,Merryfield Academy,merryfield.edu,duckduckgo,ok
135610,Trinity International University-Florida,,google-favicon-256-websearch-domain,ok
135647,Miami Lakes Educational Center and Technical College,miamilakes.edu,google,ok
135717,Miami Dade College,mdc.edu,wikipedia,ok
135726,University of Miami,miami.edu,wikipedia,ok
135735,Orange Technical College-South Campus,orangetechcollege.net,placeholder,ok
136109,Paul Mitchell the School-Jacksonville,paulmitchell.edu,google,ok
136145,North Florida College,nfc.edu,google,ok
136172,University of North Florida,unf.edu,google,ok
136215,Nova Southeastern University,nova.edu,wikipedia,ok
136233,Northwest Florida State College,nwfsc.edu,google,ok
136303,Orange Technical College,orangetechcollege.net,placeholder,ok
136330,Palm Beach Atlantic University,pba.edu,google,ok
136358,Palm Beach State College,palmbeachstate.edu,wikipedia,ok
136400,Pasco-Hernando State College,phsc.edu,google,ok
136473,Pensacola State College,pensacolastate.edu,google,ok
136491,Pinellas Technical College-Clearwater,myptc.edu,google,ok
136516,Polk State College,polk.edu,google,ok
136659,Radford M Locklin Technical College,locklintech.com,google,ok
136701,Saint Vincent de Paul Regional Seminary,svdp.edu,google,ok
136765,Ridge Technical College,ridge.edu,google,ok
136774,Ringling College of Art and Design,ringling.edu,wikipedia,ok
136826,Robert Morgan Educational Center and Technical College,robertmorgantech.net,google,ok
136950,Rollins College,rollins.edu,google,ok
137023,First Coast Technical College,fctc.edu,placeholder,ok
137032,Saint Leo University,saintleo.edu,google,ok
137078,St Petersburg College,spcollege.edu,wikipedia,ok
137087,Pinellas Technical College-St. Petersburg,myptc.edu,google,ok
137096,Santa Fe College,sfcollege.edu,google,ok
137120,Suncoast Technical College,sarasotacountyschools.net,google,ok
137209,Seminole State College of Florida,seminolestate.edu,duckduckgo,ok
137245,Sheridan Technical College,sheridantechnicalcollege.edu,google,ok
137272,St. John Vianney College Seminary,sjvcs.edu,google,ok
137281,Saint Johns River State College,sjrstate.edu,google,ok
137315,South Florida State College,southflorida.edu,placeholder,ok
137351,University of South Florida,usf.edu,google,ok
137476,St. Thomas University,stu.edu,google,ok
137546,Stetson University,stetson.edu,google,ok
137564,Southeastern University,seu.edu,google,ok
137591,Bene's Career Academy,benes.edu,google,ok
137713,Riveroak Technical College,rtc.suwannee.k12.fl.us,google,ok
137759,Tallahassee State College,tsc.fl.edu,google,ok
137777,Talmudic College of Florida,talmudicu.edu,google,ok
137847,The University of Tampa,ut.edu,google,ok
137856,Big Bend Technical College,bbtc.edu,duckduckgo,ok
137865,Tom P. Haney Technical College,haney.edu,google,ok
137953,Trinity Baptist College,tbc.edu,google,ok
137962,Trinity College of Florida,trinitycollege.edu,google,ok
138187,Valencia College,valenciacollege.edu,duckduckgo,ok
138275,Warner University,warner.edu,google,ok
138284,Florida Panhandle Technical College,fptc.edu,placeholder,ok
138293,Webber International University,webber.edu,duckduckgo,ok
138309,Rasmussen University-Florida,rasmussen.edu,placeholder,ok
138354,University of West Florida,uwf.edu,google,ok
138372,Orange Technical College-West Campus,orangetechcollege.net,placeholder,ok
138479,William T McFatter Technical College,mcfattertechnicalcollege.edu,google,ok
138488,Orange Technical College-East Campus,orangetechcollege.net,placeholder,ok
138497,Withlacoochee Technical College,wtcollege.org,placeholder,ok
138558,Abraham Baldwin Agricultural College,abac.edu,google,ok
138600,Agnes Scott College,agnesscott.edu,wikipedia,ok
138655,Interactive College of Technology-Chamblee,ict.edu,placeholder,ok
138664,Interactive College of Technology-Morrow,ict.edu,placeholder,ok
138682,Albany Technical College,albanytech.edu,google,ok
138716,Albany State University,asurams.edu,google,ok
138761,Andrew College,andrewcollege.edu,duckduckgo,ok
138822,Georgia Career Institute,gci.edu,google,ok
138840,Atlanta Technical College,atlantatech.edu,google,ok
138868,Point University,point.edu,google,ok
138901,Atlanta Metropolitan State College,atlm.edu,wikipedia,ok
138929,Atlanta's John Marshall Law School,johnmarshall.edu,google,ok
138938,Atlanta School of Massage,atlantaschoolofmassage.com,placeholder,ok
138947,Clark Atlanta University,cau.edu,wikipedia,ok
138956,Augusta Technical College,augustatech.edu,google,ok
139144,Berry College,berry.edu,google,ok
139153,Beulah Heights University,beulah.edu,google,ok
139199,Brenau University,brenau.edu,google,ok
139205,Brewton-Parker College,bpc.edu,google,ok
